,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
549,101.0,29.0,788502.0,2014-08-31,OH,250/500,500.0,1380.89,0.0,620197.0,MALE,PhD,armed-forces,dancing,own-child,30000.0,-53000.0,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0.0,3.0,?,2.0,1.0,?,67210.0,12220.0,12220.0,42770.0,BMW,X6,1996.0,N,Young Adult,Established Client,8.416666666666666,11622.490833333333,-55587.50916666667
550,153.0,37.0,627486.0,2005-11-10,IN,500/1000,500.0,1010.77,0.0,438215.0,MALE,High School,transport-moving,basketball,unmarried,52300.0,-55600.0,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5.0,3.0,?,0.0,3.0,NO,42500.0,4250.0,4250.0,34000.0,Volkswagen,Jetta,1999.0,N,Middle Aged,Long-Term Client,12.75,12887.317500000001,-29612.6825
551,337.0,53.0,498842.0,2000-05-04,OH,100/300,500.0,1205.86,0.0,444583.0,MALE,Associate,armed-forces,basketball,wife,0.0,-34600.0,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8.0,1.0,YES,0.0,1.0,NO,86400.0,14400.0,7200.0,64800.0,Accura,RSX,2001.0,N,Middle Aged,Long-Term Client,28.083333333333332,33864.56833333333,-52535.43166666667
552,360.0,51.0,550294.0,2001-11-26,IL,500/1000,1000.0,1526.61,0.0,471866.0,MALE,Masters,handlers-cleaners,chess,not-in-family,0.0,-32900.0,2015-01-30,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5.0,1.0,YES,2.0,2.0,?,4620.0,840.0,840.0,2940.0,Dodge,RAM,2009.0,Y,Middle Aged,Long-Term Client,30.0,45798.299999999996,41178.299999999996
553,428.0,53.0,328387.0,2014-05-06,IL,100/300,1000.0,1496.44,0.0,616884.0,FEMALE,High School,tech-support,camping,unmarried,0.0,0.0,2015-02-16,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9.0,1.0,YES,2.0,2.0,NO,6930.0,630.0,1260.0,5040.0,Honda,CRV,2013.0,N,Middle Aged,Long-Term Client,35.666666666666664,53373.026666666665,46443.026666666665
554,204.0,40.0,540152.0,1991-01-27,IL,100/300,500.0,1256.2,0.0,448310.0,FEMALE,JD,sales,hiking,not-in-family,0.0,0.0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10.0,3.0,YES,1.0,2.0,YES,41700.0,8340.0,8340.0,25020.0,Saab,95,2013.0,N,Middle Aged,Long-Term Client,17.0,21355.4,-20344.6
555,364.0,51.0,385932.0,1992-04-28,IL,100/300,500.0,1268.35,0.0,478902.0,MALE,Masters,transport-moving,board-games,wife,0.0,0.0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16.0,1.0,YES,2.0,1.0,NO,77330.0,14060.0,14060.0,49210.0,Volkswagen,Jetta,2014.0,Y,Middle Aged,Long-Term Client,30.333333333333332,38473.28333333333,-38856.71666666667
556,185.0,35.0,618682.0,2000-03-04,IN,500/1000,2000.0,1421.59,0.0,442695.0,MALE,College,other-service,sleeping,own-child,0.0,0.0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8.0,1.0,?,2.0,3.0,YES,4950.0,900.0,450.0,3600.0,Ford,F150,2011.0,N,Middle Aged,Long-Term Client,15.416666666666666,21916.179166666665,16966.179166666665
557,63.0,26.0,550930.0,1995-10-12,IL,500/1000,500.0,1500.04,6000000.0,613826.0,MALE,PhD,craft-repair,polo,own-child,0.0,-36500.0,2015-02-13,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5.0,1.0,NO,0.0,2.0,YES,5160.0,860.0,860.0,3440.0,Accura,TL,2004.0,N,Young Adult,Established Client,5.25,7875.21,2715.21
558,210.0,35.0,998192.0,2014-04-25,IL,100/300,500.0,1433.24,0.0,476203.0,FEMALE,College,exec-managerial,yachting,not-in-family,0.0,-19500.0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,9603 Texas Lane,11.0,3.0,NO,2.0,1.0,?,24570.0,2730.0,2730.0,19110.0,Saab,95,2006.0,Y,Middle Aged,Long-Term Client,17.5,25081.7,511.7000000000007
559,194.0,38.0,663938.0,2011-01-26,IN,100/300,2000.0,1231.25,0.0,604333.0,FEMALE,PhD,craft-repair,movies,not-in-family,46500.0,0.0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,5650 Sky Drive,15.0,3.0,?,1.0,0.0,?,53680.0,4880.0,9760.0,39040.0,Toyota,Camry,2011.0,N,Middle Aged,Long-Term Client,16.166666666666668,19905.208333333336,-33774.791666666664
560,294.0,49.0,756870.0,1996-01-26,IN,500/1000,500.0,1135.43,0.0,442604.0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700.0,0.0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23.0,3.0,YES,1.0,1.0,YES,42900.0,3900.0,3900.0,35100.0,Chevrolet,Malibu,2010.0,N,Middle Aged,Long-Term Client,24.5,27818.035,-15081.965
561,272.0,41.0,337158.0,1991-04-08,OH,250/500,2000.0,945.73,5000000.0,435663.0,MALE,MD,protective-serv,chess,wife,38600.0,-42800.0,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23.0,1.0,NO,0.0,0.0,NO,84100.0,16820.0,8410.0,58870.0,Ford,Escape,2009.0,Y,Middle Aged,Long-Term Client,22.666666666666668,21436.54666666667,-62663.45333333333
562,27.0,27.0,919875.0,2002-06-29,IN,100/300,2000.0,1118.76,0.0,470866.0,FEMALE,College,adm-clerical,dancing,own-child,0.0,-55800.0,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23.0,1.0,?,1.0,3.0,?,61560.0,6840.0,6840.0,47880.0,Ford,Fusion,2008.0,N,Young Adult,Established Client,2.25,2517.21,-59042.79
563,251.0,39.0,315631.0,1999-04-09,IN,500/1000,2000.0,1231.98,0.0,612908.0,FEMALE,Associate,other-service,hiking,not-in-family,0.0,-31700.0,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10.0,1.0,YES,0.0,0.0,?,44240.0,5530.0,5530.0,33180.0,Dodge,RAM,1997.0,N,Middle Aged,Long-Term Client,20.916666666666668,25768.915,-18471.085
564,180.0,33.0,113464.0,2009-04-19,IN,500/1000,2000.0,1005.47,0.0,441871.0,FEMALE,JD,protective-serv,hiking,own-child,58100.0,-49000.0,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12.0,4.0,?,2.0,3.0,YES,57700.0,11540.0,5770.0,40390.0,Jeep,Grand Cherokee,2002.0,N,Middle Aged,Long-Term Client,15.0,15082.050000000001,-42617.95
565,392.0,50.0,556415.0,1991-08-22,OH,100/300,2000.0,1108.97,0.0,431496.0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400.0,-66800.0,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4.0,1.0,NO,2.0,2.0,YES,108030.0,16620.0,16620.0,74790.0,Saab,92x,2002.0,N,Middle Aged,Long-Term Client,32.666666666666664,36226.35333333333,-71803.64666666667
566,143.0,30.0,250249.0,1991-11-28,IN,100/300,500.0,1392.39,5000000.0,436499.0,FEMALE,High School,exec-managerial,dancing,unmarried,0.0,-65700.0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16.0,1.0,NO,2.0,0.0,YES,54300.0,10860.0,5430.0,38010.0,Toyota,Highlander,2010.0,N,Young Adult,Established Client,11.916666666666666,16592.647500000003,-37707.35249999999
567,371.0,54.0,403776.0,2012-04-27,IN,100/300,2000.0,1317.97,0.0,469853.0,MALE,High School,craft-repair,movies,wife,34700.0,-81000.0,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18.0,3.0,?,1.0,2.0,?,32280.0,5380.0,5380.0,21520.0,Ford,Fusion,2010.0,Y,Middle Aged,Long-Term Client,30.916666666666668,40747.239166666666,8467.239166666666
568,292.0,42.0,396002.0,2007-03-04,IN,250/500,1000.0,1588.22,0.0,605369.0,MALE,JD,machine-op-inspct,camping,other-relative,0.0,-53800.0,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15.0,3.0,YES,1.0,1.0,NO,84600.0,16920.0,8460.0,59220.0,Chevrolet,Malibu,2007.0,N,Middle Aged,Long-Term Client,24.333333333333332,38646.68666666666,-45953.31333333334
569,165.0,35.0,976908.0,2012-12-31,IL,250/500,500.0,900.02,6000000.0,448466.0,MALE,College,craft-repair,camping,own-child,0.0,-49900.0,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8.0,1.0,NO,1.0,3.0,YES,69700.0,6970.0,6970.0,55760.0,BMW,3 Series,2008.0,N,Middle Aged,Long-Term Client,13.75,12375.275,-57324.725
570,158.0,33.0,509489.0,2013-12-21,OH,100/300,1000.0,1744.64,3000000.0,432786.0,MALE,JD,prof-specialty,movies,unmarried,0.0,0.0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4.0,3.0,NO,0.0,1.0,NO,36400.0,3640.0,7280.0,25480.0,Volkswagen,Jetta,1998.0,N,Middle Aged,Long-Term Client,13.166666666666666,22971.093333333338,-13428.906666666662
571,241.0,39.0,485295.0,2005-04-28,OH,250/500,1000.0,1260.56,0.0,473591.0,FEMALE,JD,adm-clerical,paintball,own-child,0.0,-54900.0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20.0,3.0,NO,0.0,2.0,YES,37520.0,4690.0,4690.0,28140.0,Jeep,Wrangler,2010.0,N,Middle Aged,Long-Term Client,20.083333333333332,25316.246666666666,-12203.753333333334
572,103.0,33.0,361829.0,1994-09-17,OH,500/1000,2000.0,1021.14,0.0,618418.0,FEMALE,Masters,other-service,paintball,wife,69500.0,-47700.0,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1.0,3.0,NO,2.0,3.0,?,79090.0,14380.0,14380.0,50330.0,Dodge,RAM,2014.0,N,Middle Aged,Established Client,8.583333333333334,8764.785,-70325.215
573,402.0,54.0,603632.0,2003-08-16,OH,250/500,2000.0,1285.09,0.0,444558.0,MALE,JD,farming-fishing,board-games,not-in-family,48000.0,-79600.0,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19.0,1.0,NO,0.0,2.0,YES,67770.0,7530.0,15060.0,45180.0,Mercedes,ML350,2013.0,Y,Middle Aged,Long-Term Client,33.5,43050.51499999999,-24719.485000000008
574,102.0,32.0,783494.0,2014-09-02,OH,100/300,500.0,1537.07,3000000.0,457733.0,MALE,JD,tech-support,chess,wife,0.0,0.0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11.0,1.0,NO,1.0,0.0,NO,47400.0,9480.0,4740.0,33180.0,Chevrolet,Silverado,2004.0,Y,Middle Aged,Established Client,8.5,13065.095000000001,-34334.905
575,182.0,40.0,439049.0,2011-12-12,IN,100/300,1000.0,1022.42,0.0,466161.0,MALE,PhD,other-service,skydiving,husband,50000.0,-56900.0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13.0,1.0,YES,0.0,2.0,?,71100.0,7110.0,14220.0,49770.0,Audi,A3,2008.0,N,Middle Aged,Long-Term Client,15.166666666666666,15506.703333333333,-55593.29666666667
576,282.0,46.0,502634.0,1991-08-17,OH,100/300,2000.0,1558.86,0.0,450800.0,MALE,MD,other-service,dancing,wife,51100.0,-75100.0,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2.0,1.0,?,2.0,2.0,NO,69400.0,13880.0,6940.0,48580.0,BMW,M5,2012.0,N,Middle Aged,Long-Term Client,23.5,36633.21,-32766.79
577,222.0,39.0,378588.0,2004-02-29,OH,500/1000,500.0,1757.87,0.0,458993.0,MALE,High School,transport-moving,board-games,not-in-family,71400.0,0.0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9.0,3.0,YES,2.0,1.0,?,55000.0,5000.0,10000.0,40000.0,Saab,93,1996.0,Y,Middle Aged,Long-Term Client,18.5,32520.594999999998,-22479.405000000002
578,415.0,52.0,794731.0,2015-02-22,IN,250/500,1000.0,973.5,0.0,468634.0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400.0,0.0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15.0,2.0,YES,1.0,3.0,YES,51090.0,7860.0,7860.0,35370.0,Toyota,Highlander,2003.0,N,Middle Aged,Long-Term Client,34.583333333333336,33666.875,-17423.125
579,51.0,34.0,641934.0,2013-12-25,OH,500/1000,500.0,1430.8,0.0,461264.0,MALE,PhD,machine-op-inspct,camping,unmarried,0.0,0.0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23.0,1.0,?,2.0,3.0,NO,64200.0,6420.0,19260.0,38520.0,Honda,Civic,2007.0,Y,Middle Aged,Established Client,4.25,6080.9,-58119.1
580,255.0,45.0,113516.0,1990-10-13,IL,500/1000,500.0,1192.27,0.0,600184.0,MALE,High School,sales,base-jumping,own-child,0.0,-40200.0,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16.0,1.0,NO,2.0,0.0,YES,67320.0,12240.0,12240.0,42840.0,Ford,Fusion,2006.0,N,Middle Aged,Long-Term Client,21.25,25335.7375,-41984.2625
581,143.0,31.0,425631.0,2014-07-05,IL,250/500,500.0,1163.83,0.0,604874.0,MALE,Associate,protective-serv,movies,husband,37700.0,0.0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21.0,4.0,YES,2.0,0.0,?,76120.0,6920.0,13840.0,55360.0,Audi,A5,1999.0,N,Middle Aged,Established Client,11.916666666666666,13868.974166666667,-62251.02583333333
582,130.0,28.0,542245.0,1991-11-25,OH,500/1000,1000.0,1003.15,0.0,462377.0,FEMALE,JD,farming-fishing,movies,other-relative,0.0,-38500.0,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21.0,2.0,YES,2.0,1.0,NO,85020.0,13080.0,13080.0,58860.0,Ford,Fusion,2010.0,N,Young Adult,Established Client,10.833333333333334,10867.458333333334,-74152.54166666667
583,242.0,41.0,512894.0,1990-10-02,OH,250/500,2000.0,1153.54,6000000.0,619657.0,MALE,Masters,protective-serv,polo,unmarried,0.0,-57000.0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3.0,3.0,NO,0.0,1.0,?,68090.0,12380.0,12380.0,43330.0,Toyota,Corolla,2009.0,N,Middle Aged,Long-Term Client,20.166666666666668,23263.056666666667,-44826.94333333333
584,96.0,27.0,633090.0,2009-02-17,IL,100/300,1000.0,1631.1,0.0,437323.0,FEMALE,High School,priv-house-serv,exercise,wife,0.0,0.0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4.0,1.0,?,1.0,2.0,NO,6030.0,670.0,670.0,4690.0,Nissan,Pathfinder,2007.0,N,Young Adult,Established Client,8.0,13048.8,7018.799999999999
585,180.0,35.0,464234.0,2005-07-17,IL,500/1000,1000.0,1252.48,0.0,432148.0,MALE,MD,machine-op-inspct,yachting,wife,0.0,-55800.0,2015-02-10,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17.0,1.0,?,1.0,3.0,NO,5100.0,1020.0,510.0,3570.0,Chevrolet,Malibu,2000.0,N,Middle Aged,Long-Term Client,15.0,18787.2,13687.2
586,150.0,30.0,290162.0,1994-03-12,IN,100/300,1000.0,1677.26,0.0,439690.0,MALE,College,sales,yachting,own-child,40100.0,0.0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7.0,1.0,YES,1.0,3.0,YES,4590.0,510.0,510.0,3570.0,Volkswagen,Jetta,2013.0,N,Young Adult,Established Client,12.5,20965.75,16375.75
587,463.0,59.0,638155.0,1994-08-03,IL,250/500,1000.0,979.73,0.0,601848.0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700.0,0.0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14.0,2.0,?,1.0,2.0,NO,72400.0,7240.0,14480.0,50680.0,Chevrolet,Tahoe,1999.0,Y,Elderly,Long-Term Client,38.583333333333336,37801.24916666667,-34598.75083333333
588,472.0,64.0,911429.0,2012-08-25,IN,250/500,500.0,989.24,0.0,615821.0,MALE,Masters,other-service,skydiving,not-in-family,0.0,0.0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13.0,1.0,NO,2.0,3.0,NO,70900.0,14180.0,7090.0,49630.0,Mercedes,ML350,2002.0,N,Elderly,Long-Term Client,39.333333333333336,38910.10666666667,-31989.893333333333
589,75.0,25.0,106186.0,2011-12-02,IL,500/1000,1000.0,1389.86,0.0,472475.0,FEMALE,Associate,priv-house-serv,hiking,husband,0.0,0.0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23.0,2.0,?,2.0,3.0,YES,65100.0,6510.0,6510.0,52080.0,Saab,93,2011.0,N,Young Adult,Established Client,6.25,8686.625,-56413.375
590,193.0,40.0,311783.0,2005-02-25,OH,100/300,500.0,1233.85,0.0,457463.0,FEMALE,College,handlers-cleaners,chess,husband,0.0,0.0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23.0,3.0,?,2.0,1.0,YES,64260.0,0.0,14280.0,49980.0,Ford,Escape,1999.0,N,Middle Aged,Long-Term Client,16.083333333333332,19844.420833333334,-44415.57916666666
591,43.0,43.0,528385.0,1997-11-07,IL,500/1000,500.0,1320.39,0.0,604861.0,FEMALE,Associate,armed-forces,yachting,not-in-family,0.0,0.0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16.0,1.0,?,2.0,1.0,?,79970.0,7270.0,21810.0,50890.0,Honda,CRV,1996.0,Y,Middle Aged,Established Client,3.5833333333333335,4731.397500000001,-75238.6025
592,253.0,41.0,228403.0,2004-04-20,IN,100/300,1000.0,1435.09,0.0,471519.0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600.0,0.0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17.0,1.0,NO,2.0,0.0,?,56610.0,6290.0,6290.0,44030.0,Chevrolet,Tahoe,1995.0,N,Middle Aged,Long-Term Client,21.083333333333332,30256.48083333333,-26353.51916666667
593,152.0,30.0,209177.0,2009-11-17,IN,500/1000,500.0,1448.54,0.0,618682.0,FEMALE,JD,craft-repair,polo,wife,58600.0,0.0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9.0,1.0,YES,1.0,1.0,?,84590.0,7690.0,7690.0,69210.0,Toyota,Highlander,2000.0,Y,Young Adult,Long-Term Client,12.666666666666666,18348.173333333332,-66241.82666666666
594,160.0,38.0,497929.0,2009-09-19,OH,250/500,500.0,1733.56,0.0,441425.0,MALE,High School,sales,sleeping,wife,0.0,-43800.0,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13.0,3.0,NO,2.0,1.0,YES,66780.0,7420.0,14840.0,44520.0,Mercedes,ML350,1996.0,N,Middle Aged,Long-Term Client,13.333333333333334,23114.133333333335,-43665.86666666667
595,56.0,36.0,735844.0,2009-11-08,IN,100/300,500.0,1533.07,0.0,609336.0,MALE,JD,farming-fishing,exercise,own-child,0.0,-28800.0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13.0,1.0,YES,1.0,2.0,YES,58500.0,0.0,6500.0,52000.0,Ford,Escape,2001.0,N,Middle Aged,Established Client,4.666666666666667,7154.326666666666,-51345.67333333333
596,286.0,41.0,710741.0,2001-09-12,IL,100/300,500.0,1106.77,0.0,603320.0,FEMALE,College,prof-specialty,golf,other-relative,45500.0,-62500.0,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3.0,1.0,?,2.0,0.0,NO,5000.0,500.0,500.0,4000.0,Dodge,RAM,2003.0,N,Middle Aged,Long-Term Client,23.833333333333332,26378.018333333333,21378.018333333333
597,3.0,29.0,276804.0,1992-11-27,IL,100/300,500.0,995.7,5000000.0,615446.0,FEMALE,JD,priv-house-serv,chess,unmarried,0.0,0.0,2015-02-02,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3.0,1.0,?,2.0,1.0,?,5000.0,500.0,1000.0,3500.0,Mercedes,E400,2008.0,Y,Young Adult,New Client,0.25,248.925,-4751.075
598,286.0,41.0,507545.0,1998-12-07,IL,250/500,1000.0,1298.85,6000000.0,435967.0,FEMALE,High School,sales,camping,other-relative,71300.0,-70300.0,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16.0,3.0,?,1.0,3.0,YES,54450.0,6050.0,12100.0,36300.0,Saab,92x,2007.0,N,Middle Aged,Long-Term Client,23.833333333333332,30955.925,-23494.075
599,239.0,38.0,485642.0,1990-08-25,OH,250/500,1000.0,1276.73,5000000.0,610246.0,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0.0,0.0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12.0,3.0,NO,1.0,3.0,?,61920.0,6880.0,6880.0,48160.0,Saab,93,2003.0,N,Middle Aged,Long-Term Client,19.916666666666668,25428.205833333333,-36491.79416666667
600,64.0,29.0,796375.0,2011-10-22,OH,250/500,2000.0,1202.28,0.0,479327.0,MALE,High School,exec-managerial,cross-fit,other-relative,0.0,-61400.0,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4.0,1.0,?,1.0,2.0,NO,43700.0,4370.0,4370.0,34960.0,Nissan,Pathfinder,2007.0,Y,Young Adult,Established Client,5.333333333333333,6412.16,-37287.84
601,98.0,31.0,171183.0,1990-02-01,IN,100/300,500.0,671.92,0.0,468300.0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0.0,-26400.0,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3.0,1.0,?,2.0,0.0,?,64080.0,7120.0,7120.0,49840.0,Ford,Escape,1997.0,N,Middle Aged,Established Client,8.166666666666666,5487.346666666666,-58592.653333333335
602,16.0,35.0,110084.0,1990-11-27,IL,250/500,1000.0,1358.03,0.0,612660.0,MALE,JD,sales,chess,own-child,59300.0,-31400.0,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0.0,1.0,NO,2.0,1.0,?,55000.0,10000.0,10000.0,35000.0,Volkswagen,Jetta,2008.0,Y,Middle Aged,New Client,1.3333333333333333,1810.7066666666667,-53189.293333333335
603,70.0,27.0,714784.0,2004-07-16,IN,250/500,1000.0,1008.79,4000000.0,466691.0,FEMALE,Masters,adm-clerical,video-games,own-child,46000.0,0.0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19.0,1.0,NO,2.0,3.0,?,4400.0,0.0,550.0,3850.0,Toyota,Camry,2000.0,N,Young Adult,Established Client,5.833333333333333,5884.608333333334,1484.6083333333336
604,75.0,27.0,143924.0,1993-12-10,OH,100/300,1000.0,1141.1,0.0,468515.0,MALE,JD,armed-forces,movies,other-relative,0.0,0.0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15.0,2.0,?,0.0,1.0,YES,71640.0,5970.0,11940.0,53730.0,Toyota,Highlander,2008.0,N,Young Adult,Established Client,6.25,7131.874999999999,-64508.125
605,246.0,44.0,996850.0,1995-03-08,OH,100/300,1000.0,1397.0,0.0,614521.0,MALE,High School,machine-op-inspct,reading,not-in-family,0.0,0.0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6.0,1.0,NO,1.0,0.0,NO,61740.0,6860.0,6860.0,48020.0,Accura,MDX,1997.0,N,Middle Aged,Long-Term Client,20.5,28638.5,-33101.5
606,110.0,27.0,284834.0,2009-08-03,OH,500/1000,1000.0,1664.66,0.0,465921.0,FEMALE,Associate,priv-house-serv,golf,own-child,0.0,-66200.0,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3.0,1.0,?,0.0,3.0,?,57500.0,5750.0,5750.0,46000.0,Audi,A3,2010.0,N,Young Adult,Established Client,9.166666666666666,15259.383333333333,-42240.61666666667
607,236.0,39.0,830878.0,1996-11-03,IN,250/500,1000.0,1151.39,4000000.0,604555.0,FEMALE,Masters,exec-managerial,reading,wife,0.0,-63900.0,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17.0,1.0,YES,0.0,0.0,?,8700.0,870.0,1740.0,6090.0,Accura,RSX,2003.0,N,Middle Aged,Long-Term Client,19.666666666666668,22644.003333333334,13944.003333333334
608,267.0,46.0,270208.0,2004-08-09,OH,100/300,2000.0,1546.01,0.0,616276.0,FEMALE,MD,adm-clerical,polo,wife,0.0,0.0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4.0,4.0,NO,2.0,1.0,?,77100.0,15420.0,7710.0,53970.0,Volkswagen,Jetta,1996.0,N,Middle Aged,Long-Term Client,22.25,34398.7225,-42701.2775
